episode,drop_target,collision_count,ground_object_1_distance_on_floor_contact,ground_object_2_distance_on_floor_contact,ground_object_3_distance_on_floor_contact,ground_object_1,ground_object_2,ground_object_3,ground_object_partitioning,drop_object_partitioning,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object,hit_object_before_ground
17250,floor,0,2.98837608534326,3.147105062428152,2.7119615002150934,Cone,Pipe,Octahedron,Cone_Octahedron_Pipe,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,TriangularPrism,False
17251,floor,0,1.8712960752191454,2.9468526061032327,1.6030420565824781,Torus,Pyramid,TriangularPrism,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,RDumbbell,False
17252,Torus,1,1.2760565683305443,1.7380777974726807,0.8299454814049071,TriangularPrism,Pyramid,Torus,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Pentagon,False
17253,floor,0,2.002107236550621,2.780598475004839,2.9607675449744315,Pyramid,Torus,TriangularPrism,Pyramid_Torus_TriangularPrism,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Octahedron,False
17254,floor,0,1.3278403546204924,1.2372550441754695,2.2433688429502796,Octahedron,Cone,Pipe,Cone_Octahedron_Pipe,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Bowl,False
17255,floor,0,1.6409298086167592,0.860726271897084,1.1973729616622946,TriangularPrism,Torus,Pyramid,Pyramid_Torus_TriangularPrism,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Cone,False
17256,floor,0,-1,-1,-1,Pipe,Cone,Octahedron,Cone_Octahedron_Pipe,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,Torus,False
17257,floor,0,1.2570907062322425,1.2493845580962004,3.6056914222989356,TriangularPrism,Pyramid,Torus,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Pentagon,False
17258,floor,0,-1,-1,-1,RDumbbell,Bowl,Pentagon,Bowl_Pentagon_RDumbbell,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,Torus,False
17259,floor,0,-1,-1,-1,Pentagon,Bowl,RDumbbell,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Pipe,False
17260,floor,1,-1,-1,-1,Bowl,Pentagon,RDumbbell,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Pipe,False
17261,RDumbbell,1,-1,-1,-1,Bowl,Pentagon,RDumbbell,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Pipe,False
17262,floor,0,1.771018697288912,1.2734353373182694,1.9220992989690295,RDumbbell,Pentagon,Bowl,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Octahedron,False
17263,Pipe,2,-1,-1,-1,Cone,Octahedron,Pipe,Cone_Octahedron_Pipe,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,Torus,False
17264,floor,0,-1,-1,-1,Pyramid,TriangularPrism,Torus,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Bowl,False
17265,floor,0,1.8802118773667937,1.9822218358019283,2.1421222589145037,Torus,Pyramid,TriangularPrism,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Bowl,False
17266,floor,0,0.9420961241725686,1.268839713342349,1.072757351219027,Cone,Octahedron,Pipe,Cone_Octahedron_Pipe,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,TriangularPrism,False
17267,floor,0,1.8310416835243941,1.4467013079669198,1.098014280281098,RDumbbell,Bowl,Pentagon,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Octahedron,False
17268,Pipe,1,1.024885685148288,2.514425802700315,0.5860394551930725,Cone,Octahedron,Pipe,Cone_Octahedron_Pipe,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,RDumbbell,True
17269,Torus,1,0.7466637985256036,1.5781495499800884,0.9436437402738486,Torus,Pyramid,TriangularPrism,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Pentagon,False
17270,TriangularPrism,2,0.5606893991248465,2.005958434856375,1.7615400169921613,TriangularPrism,Pyramid,Torus,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Pentagon,False
17271,floor,0,2.3037307484319047,1.0793287067477102,1.1673770874006897,Pyramid,TriangularPrism,Torus,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,RDumbbell,False
17272,RDumbbell,1,0.47746430932583,1.6259668610991869,2.70577599340751,RDumbbell,Pentagon,Bowl,Bowl_Pentagon_RDumbbell,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,Torus,True
17273,floor,0,2.784977089031604,2.6003191659368303,2.7443454698142906,RDumbbell,Pentagon,Bowl,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Cone,False
17274,floor,0,1.7944250275166487,1.2475332845537335,0.8757638561257524,Cone,Octahedron,Pipe,Cone_Octahedron_Pipe,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,RDumbbell,False
17275,floor,0,3.0766656379636634,2.902872286985151,2.973762484329371,Pentagon,RDumbbell,Bowl,Bowl_Pentagon_RDumbbell,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,TriangularPrism,False
17276,floor,0,2.7860625132487065,2.3505014453155244,2.140790441093952,Cone,Pipe,Octahedron,Cone_Octahedron_Pipe,Pyramid_Torus_TriangularPrism,Pyramid,Torus,TriangularPrism,TriangularPrism,False
17277,floor,0,2.115498580108386,2.7252395741116415,2.1056822470094314,TriangularPrism,Torus,Pyramid,Pyramid_Torus_TriangularPrism,Bowl_Pentagon_RDumbbell,Bowl,RDumbbell,Pentagon,Bowl,False
17278,floor,0,-1,-1,-1,Pentagon,RDumbbell,Bowl,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Pipe,False
17279,floor,0,1.9427492587978075,1.7150504865109155,1.1612290829379484,Bowl,Pentagon,RDumbbell,Bowl_Pentagon_RDumbbell,Cone_Octahedron_Pipe,Cone,Octahedron,Pipe,Cone,False
