,drop,alt,target,choice,drop_x,drop_y,drop_z,orientation,model_train_steps
27,triangular_prism,dumbbell,bowl,bowl,-0.7359706272326738,0.4881642612112712,0.09727744522638014,"(0.23458457720416628, 0.6380279644247228, -0.11559605548089003, 0.7242430149523337)",0
28,sphere,cone,pipe,pipe,-0.07053390247807312,-0.11054430436132079,0.10778167616667297,"(0.058716995806163574, -0.22239221489179162, 0.24034108316525543, 0.9430430429741656)",0
29,dumbbell,pyramid,pipe,pipe,0.567630405660694,0.11101666359106738,0.11318953299160218,"(0.06601383911029576, -0.3749191976222234, 0.3281116819269948, 0.8645348416826627)",0
30,octahedron,pyramid,pentagon,pentagon,-0.7822538110641821,-0.28240682428444125,0.12929993299025894,"(0.3996634120242294, -0.370206856471704, 0.04922759065041028, 0.8371336122921155)",0
31,pipe,dumbbell,torus,torus,-0.3368651229037518,-0.6206057861606233,0.09944159665249082,"(0.12901878292465144, -0.4399086365528568, 0.36037989752027344, 0.8123797600889164)",0
32,bowl,triangular_prism,pyramid,triangular_prism,1.047764607322751,0.967936527929903,0.10556013263796445,"(-0.18931175736383904, -0.19438167303212583, 0.05092605786245061, 0.9611364941274663)",0
33,sphere,cone,pipe,pipe,-0.5950454839557461,-1.002086651831041,0.28074770362091667,"(0.17254939981135944, -0.18791355547232777, -0.3522171543705116, 0.9004766940135803)",0
34,pentagon,pyramid,pipe,pipe,0.06949278300167015,0.9832284957191877,0.09117997226881334,"(0.3007304276558795, 0.25942034858042046, -0.15410819868946582, 0.9047170583784817)",0
35,cone,sphere,triangular_prism,triangular_prism,-0.30517896389720295,0.08986407244713294,0.06648669012547864,"(0.32851390765495886, 0.05338816363105922, -0.1293148855848734, 0.9340802839304251)",0
36,torus,octahedron,bowl,bowl,1.0610339437115228,0.22251208267157022,0.07333413029834711,"(-0.39259830571251847, -0.2507821706628605, -0.4603003688194271, 0.7557105554999104)",0
37,pipe,dumbbell,torus,torus,-1.0347088689134105,-0.3781816346175617,0.07304652460187853,"(-0.19555954903746267, -0.37570280321841915, 0.13410342786428736, 0.8958906948222723)",0
38,torus,dumbbell,cone,cone,-0.7434972698690506,-0.123271443892061,0.10058567851302447,"(0.15830133928230566, 0.14025137387653086, 0.1549821615661177, 0.9650133510493353)",0
39,torus,dumbbell,cone,dumbbell,-0.15721381264181045,0.5916281394601121,0.05915461804483356,"(0.18285658623681034, -0.19223239575193166, 0.22502381222060258, 0.9375363773353008)",0
40,torus,dumbbell,cone,cone,-0.7512606968091275,-0.06738131877083989,0.07539697048313854,"(-0.09508612963831874, -0.1715250440010934, 0.12469858179263997, 0.9726191705542987)",0
41,cone,octahedron,torus,torus,0.5949083263824909,-0.5599297658896172,0.12003262315461354,"(-0.04253281801915083, -0.4896621846206718, 0.24910160795659306, 0.8344880426089404)",0
42,pentagon,pyramid,pipe,pipe,-0.14914770959622334,0.30754694982233344,0.0942772938038256,"(0.19300211791383698, 0.18471976484979138, -0.2276130170294005, 0.9363872625326474)",0
43,pipe,dumbbell,torus,torus,-0.3793324602333093,0.26501971320605194,0.09985572442849593,"(0.10491562747452507, -0.48153904327903585, -0.04707901396375462, 0.8688477584443308)",0
44,pentagon,pyramid,pipe,pipe,-0.5420188142789474,0.0992577145872458,0.1574426604233684,"(0.26862538620058585, 0.04804249649628426, -0.1301009453451101, 0.9532083006558951)",0
45,bowl,triangular_prism,torus,triangular_prism,-0.9560809846426942,-0.5729272007385062,0.11295089327933898,"(-0.4488497527789596, -0.15419824382423516, 0.32260307267149957, 0.8189530258413457)",0
46,pentagon,pyramid,pipe,pipe,-0.9820435027852411,0.34188194078593637,0.2810238443811619,"(-0.04085445586204095, 0.14095330740041706, -0.38985675803560454, 0.9091065871409514)",0
47,triangular_prism,dumbbell,bowl,bowl,-0.06324571675024884,0.26614677565294514,0.07614267906606802,"(-0.0947869562610853, -0.4845557499844022, -0.06113304629587977, 0.8674583037416832)",0
48,torus,dumbbell,cone,dumbbell,-0.8154897766700472,0.8056869092012792,0.0865226224965822,"(0.06612735448239539, -0.31772108723057435, 0.40419756065790025, 0.8551636192427647)",0
49,bowl,triangular_prism,torus,triangular_prism,0.30630069692553646,0.2913313236271243,0.057256366484272896,"(0.13604365053484907, -0.3780239033595621, 0.07446012692896731, 0.9127133959440249)",0
50,cone,sphere,triangular_prism,triangular_prism,0.08975612556104032,0.8241891955102122,0.07510636516183443,"(-0.1385689047448275, 0.2432483953997094, 0.4108896566034679, 0.8676396526609246)",0
51,cone,sphere,triangular_prism,triangular_prism,-0.7376000547744131,0.17027791385725208,0.11119843889834322,"(0.08706316041713814, 0.18582471529800068, 0.3288386108096974, 0.9218212133181494)",0
52,pipe,dumbbell,torus,torus,-0.5964961736925285,-0.6140378888669541,0.07948800396103627,"(0.21928203713304786, 0.3575604681469712, 0.011225034888359804, 0.9077113519181385)",0
53,bowl,triangular_prism,torus,triangular_prism,0.9835400849121522,-0.1461481004693833,0.053624936441794446,"(-0.3315132742874644, 0.11398822675492726, 0.12709186840519032, 0.9278756867801577)",0
54,cone,sphere,triangular_prism,triangular_prism,-0.1258692823799691,0.5351432004420837,0.05400159769924135,"(0.29064945089364486, 0.049519083324269166, -0.31146796366315843, 0.9033595434230339)",0
55,bowl,triangular_prism,pyramid,triangular_prism,-0.318202310807698,1.0477649952033372,0.05091311809046246,"(0.367175441604195, -0.3189738113725445, 0.3170752608509863, 0.8141874364650414)",0
56,torus,octahedron,bowl,bowl,0.17472271552134885,0.6979046388001533,0.07131693113645446,"(-0.06301582862471816, 0.35750817162442355, -0.032779443565600606, 0.9312048220687174)",0
57,sphere,pentagon,bowl,bowl,0.12500181831389232,0.9610107030485613,0.06662840990049804,"(-0.09358442418206095, -0.4931965627271031, 0.17553223486046451, 0.8468692582622027)",0
58,torus,octahedron,bowl,bowl,-0.32803568458908616,0.6851282777691554,0.1245885446761067,"(-0.46380211948877864, 0.04150861178217791, 0.464625808092167, 0.7531848959985415)",0
59,pentagon,pyramid,pipe,pipe,-0.2995085393549635,0.11938588826878767,0.14961992854418413,"(0.23727840160095168, 0.3452964178274173, -0.11420917348850282, 0.9007916566333883)",0
60,cone,octahedron,torus,torus,1.0332906282895176,-0.9870418388349386,0.1302753505012254,"(-0.033001027067312616, 0.4005631798811181, 0.2939776952336321, 0.8672007759689513)",0
61,torus,octahedron,bowl,bowl,-0.7831427026777944,-0.3678666258292557,0.20631656792703199,"(0.19898926779014803, -0.060128529614808246, -0.42775439252323816, 0.8796669886427348)",0
62,sphere,pentagon,bowl,bowl,-1.0398933812879192,0.7072332980679219,0.11192371299182599,"(-0.0010174041023274336, -0.4818099261279238, -0.11146557363276212, 0.8691568246687225)",0
63,bowl,triangular_prism,torus,triangular_prism,-0.7920182281867838,-0.14633716085857068,0.09142533858101294,"(-0.4004442926258866, 0.2206945424413607, 0.004255429403994204, 0.8893369320794787)",0
64,bowl,triangular_prism,pyramid,triangular_prism,-0.9355452719264125,-0.3616836402066363,0.04955027922761521,"(-0.2898029914321959, 0.31890516616956904, 0.06770790526524177, 0.8998496322785842)",0
65,pipe,octahedron,cone,octahedron,-0.3638297764724785,0.07938850658753548,0.09937085439449082,"(0.09567639596834458, -0.44167958321567163, -0.35305447964540065, 0.8192177411575354)",0
66,bowl,triangular_prism,pyramid,triangular_prism,0.11724511151278295,-0.5946175379265801,0.06691640420406136,"(-0.09745713158334567, 0.1370067020368234, 0.22038686606727115, 0.9608126250032242)",0
67,torus,dumbbell,cone,cone,-0.11496011668219987,-0.728830134146391,0.12218644736624451,"(-0.13938354000455047, 0.43234238529178187, 0.31176900109160605, 0.8345372254215832)",0
68,sphere,cone,pipe,pipe,-0.9736794256139814,0.571256227906328,0.14432356927638862,"(0.14848823504803746, -0.4684162598213782, -0.2861652292431044, 0.8225855050750113)",0
69,sphere,cone,pipe,pipe,1.0459589241039526,0.5442729800794801,0.08288672155860044,"(0.15596352407881642, -0.09874152770760941, -0.20259631999351452, 0.9617069309243692)",0
70,pipe,dumbbell,torus,torus,0.9848312128941854,-0.15930481699020282,0.06972057995723384,"(-0.4150933899469728, 0.19646830134030646, 0.3789013690155694, 0.8034497101554722)",0
71,torus,dumbbell,cone,dumbbell,0.7280143526814513,1.0791627557557095,0.08002624194322282,"(0.28173036695177095, -0.13639331088325884, -0.3526004898887304, 0.8818717364865202)",0
72,sphere,cone,pipe,pipe,-0.13856259826637038,0.1140674272068624,0.09640011344896118,"(0.09447695168570111, 0.16270976094364506, -0.38762267743293716, 0.9024124884073584)",0
73,pyramid,sphere,triangular_prism,triangular_prism,-0.148829425893725,-0.7776656037270309,0.08543869509073168,"(0.22382388513919377, 0.366564740205892, 0.15615824078171453, 0.8894648748067255)",0
74,pyramid,sphere,triangular_prism,triangular_prism,1.0254043961980825,0.3719389010258808,0.12734277354267437,"(0.04308338254477636, -0.25596828576845426, 0.010260601755813436, 0.965670119078388)",0
75,pipe,octahedron,cone,octahedron,-0.7525504378267796,0.7883536145519334,0.110371818496564,"(0.3548263286510789, -0.10834765029354898, -0.43807593698167485, 0.8188092186886339)",0
76,dumbbell,pyramid,pipe,pipe,0.989682614587101,-0.5613204927217852,0.12632109482432904,"(-0.1420313478484429, -0.13349147728972105, -0.053258728642379564, 0.9793725693232173)",0
77,bowl,triangular_prism,pyramid,triangular_prism,-0.954097483509019,1.058831151108356,0.10658979703732417,"(0.31554949149931283, 0.17905257351476267, 0.09647123877435355, 0.9268559728574917)",0
78,bowl,triangular_prism,torus,triangular_prism,0.7699100799363072,-0.156941703280438,0.06149130637779414,"(0.04198059014934574, 0.04489714368349495, 0.3403697666097101, 0.9382805009792262)",0
79,pipe,dumbbell,torus,torus,-0.09181153420414075,0.4879791763070156,0.15002365270235138,"(-0.2803860273327259, -0.2658992599409635, 0.1376191024972083, 0.9119990361109395)",0
80,triangular_prism,cone,pentagon,pentagon,0.5652620727875682,0.5866768175336136,0.1255492198805084,"(-0.17927792338149257, -0.2125584550800845, -0.12152829573159439, 0.9528426956736151)",0
81,octahedron,pyramid,pentagon,pentagon,0.3570046390129194,0.11523192797065987,0.09564823748825704,"(0.06653581780470154, 0.4635484452132111, 0.10079159428586996, 0.8778023002993253)",0
82,torus,octahedron,bowl,bowl,-0.5582213072751868,-0.11869706818429754,0.08078148515862549,"(-0.3578939814264867, -0.12194702017568874, 0.29974149324390775, 0.8758971740774599)",0
83,pentagon,pyramid,pipe,pipe,0.8039741774730962,0.5419837355350322,0.14101953676862294,"(-0.3733044909287354, 0.13892696720448877, 0.13426865894423318, 0.9073670602689508)",0
84,pipe,octahedron,cone,octahedron,0.591919266236489,-1.0132703133851213,0.09317672223728682,"(-0.3727154121126234, 0.24161060271412618, 0.06150456528805351, 0.8938258928217293)",0
85,dumbbell,octahedron,pentagon,pentagon,0.7732518791207911,1.0046774273739867,0.12893146962135527,"(-0.47091142701358035, 0.06734024955644079, -0.12623451993352292, 0.8705013295078088)",0
86,pyramid,dumbbell,torus,torus,0.3819450184266702,0.973042580833453,0.050554590631011816,"(-0.271933116828126, -0.421565046033981, 0.2234855301470408, 0.8356970203066446)",0
87,pentagon,pyramid,pipe,pipe,-0.7329809841020339,-0.1181015512782626,0.09293406720736051,"(-0.3792576095289185, -0.23090369016560564, -0.1769510139570569, 0.8783709296999109)",0
88,sphere,cone,pipe,pipe,-0.1312402033717023,0.9959505657677393,0.09989098636361265,"(0.1389092650857915, -0.3588273303634871, 0.4059997116338357, 0.8289218281664323)",0
89,octahedron,sphere,pipe,pipe,-0.9681580206156847,-0.31248886437297196,0.19201687022128305,"(-0.35618344254281953, 0.29032631602098097, 0.10477018717370266, 0.8819677961034739)",0
90,pyramid,dumbbell,torus,torus,-0.14945745081793363,-1.0930687545089608,0.04119718465322162,"(0.07812353391771815, -0.42786864795630775, -0.2991387419129639, 0.8493180479837795)",0
91,torus,dumbbell,cone,dumbbell,-1.037214673941144,-0.021366379297593274,0.11521269381419498,"(-0.39385513185813426, -0.29143617243879205, -0.3821009149769424, 0.7835444998703148)",0
92,sphere,cone,pipe,pipe,-0.10277388144208105,-0.5684400613512067,0.19116977751322445,"(0.11164599525938483, -0.09707620923814084, -0.07917744225178239, 0.9858206297197071)",0
93,pentagon,sphere,bowl,bowl,0.351350220143423,0.017482205708657106,0.22323404847810077,"(-0.05676331767272207, -0.2272602045781001, -0.2871763304745284, 0.9287951767731626)",0
94,octahedron,sphere,pipe,pipe,0.35755450498216684,-1.0129965373578236,0.10479600187813258,"(-0.2427516846525214, -0.19706009989114276, -0.31470250486848395, 0.8962149686647493)",0
95,cone,octahedron,torus,torus,0.1120830628328678,-0.11203602547894534,0.10857600855875041,"(0.20773299018942404, -0.2585102457840507, 0.2481289523178798, 0.9101931007392122)",0
96,sphere,pentagon,bowl,bowl,-0.9678161854587243,0.7391492514865181,0.09399448741657368,"(0.28265273331333923, -0.19271761576214683, 0.1450326214463636, 0.9284034099688818)",0
97,pipe,octahedron,cone,octahedron,-0.9710050649296007,0.5288792883616444,0.12686258031124698,"(-0.21566885754590956, -0.46188316553490516, 0.027242404770314647, 0.8598887931951595)",0
98,pipe,dumbbell,torus,torus,0.3910261885499921,-1.011073602636898,0.13149231707135453,"(0.005360551080980999, -0.12234367061934717, -0.42968081031606, 0.8946383023309626)",0
99,sphere,cone,pipe,pipe,1.0184350902377841,-0.10899476895874807,0.10037702250674342,"(-0.09096371423388502, 0.035314543327861, 0.47363732930327224, 0.8752977584872387)",0
100,octahedron,sphere,pipe,pipe,0.5441127753331265,0.7733317214874649,0.10812850865287563,"(-0.1524907268073794, 0.23118816693971814, -0.13705861382434895, 0.9510591706520463)",0
101,pentagon,sphere,bowl,bowl,0.8142832109919408,-0.6248172471949326,0.6943965619202888,"(0.42512029970829174, 0.3506688065453672, -0.18172369572625469, 0.8144204180296388)",100
102,cone,sphere,triangular_prism,sphere,0.35339034609237185,0.973095730429698,0.7499874561360608,"(-0.15031807231270083, -0.31288509409234166, 0.0613153689161538, 0.9358139882293361)",200
103,sphere,pentagon,bowl,pentagon,-0.27863224962504707,0.12387148036345556,0.06933669287390566,"(-0.03541626136254227, -0.005507019497441645, 0.41175046826684725, 0.9105915182173546)",300
104,torus,dumbbell,cone,cone,-0.31039871596272406,0.7674626587949476,1.1316169512953116,"(-0.4326880236475863, -0.1298261230101025, -0.39882271187159835, 0.7980392825365776)",400
105,torus,octahedron,bowl,octahedron,0.5493479349413014,-0.36949020672532434,0.5273872863114879,"(0.2928161733108279, 0.34298324001589275, -0.4360413032656105, 0.7787741441279568)",500
106,cone,sphere,triangular_prism,triangular_prism,0.13862968823779742,1.0545801049786476,0.1469115618946381,"(0.01798822334729949, -0.3509867881456863, -0.32581265432419765, 0.8776849164991978)",600
107,sphere,cone,pipe,cone,-0.9861300623509277,-0.5837732748933016,0.0648170956281838,"(0.4759018715571909, 0.41996243403121397, 0.10395131838221912, 0.7657304264932534)",700
108,cone,octahedron,torus,octahedron,1.0104838603688688,-0.29427936387694975,0.10538149147529546,"(-0.17738215356736728, 0.4849778767485939, -0.20182540333014112, 0.8322250520327146)",800
109,triangular_prism,cone,pentagon,pentagon,0.7647509678704633,0.1223635983842475,0.9872497828890769,"(-0.2587455604386381, 0.10307467575572889, -0.30811463785364723, 0.9096657166846853)",900
110,torus,octahedron,bowl,bowl,1.033619145091777,0.28510184366557323,1.1254576205283104,"(0.43351474938764734, -0.3481630294628322, 0.36506958976158177, 0.746707212774819)",1000
111,octahedron,sphere,pipe,pipe,-0.5634464020244525,1.0181767743619459,0.6345975217138539,"(0.3960954947061785, 0.17085910875087593, 0.28042222247233317, 0.8574840530143993)",1100
112,dumbbell,octahedron,pentagon,pentagon,0.9884935257319666,-0.7766665433777247,0.3199059982482806,"(-0.26480104762551915, 0.13427926201316445, 0.09831801638226179, 0.9498331709433424)",1200
113,pyramid,dumbbell,torus,torus,-0.8207446901913684,0.026700151745080444,0.2624954036980163,"(0.2921077964015567, 0.06237317551165945, 0.42045063248588754, 0.856740268634687)",1300
114,cone,sphere,triangular_prism,sphere,0.35447121381154606,-0.35541471702699023,1.1002610285928578,"(0.34309306082052043, 0.28293616915158437, -0.09184255419762016, 0.8909541071464286)",1400
115,pipe,octahedron,cone,cone,0.5894751937338785,-0.798371335374033,1.2888942740717524,"(0.3560795887874264, -0.1576716516808532, -0.22172062970939438, 0.893972560578052)",1500
116,dumbbell,pyramid,pipe,pipe,-0.7837921307522914,0.7647759136666601,1.1202216108436243,"(0.00703003336594599, -0.45358350452752044, 0.311466822909709, 0.8349856293840862)",1600
117,triangular_prism,dumbbell,bowl,bowl,-0.15926117791010244,-0.6721352555544897,0.2303683652580369,"(-0.048392128105489186, -0.3157510661293618, -0.11655964631254057, 0.9404112478203824)",1700
118,pentagon,sphere,bowl,sphere,-0.9794412018684248,-0.7936936110147895,1.189791266324944,"(0.05860702122929921, -0.3381377916153081, 0.2685591008720585, 0.9000578094116747)",1800
119,cone,sphere,triangular_prism,triangular_prism,-0.9275171298112193,-0.3208380315738115,1.3035819812817764,"(0.5075100127896398, -0.010849238675978468, 0.4348321738958218, 0.7437989388829787)",1900
120,torus,dumbbell,cone,dumbbell,0.5606438160969138,-0.21832895929342638,0.1419050917841279,"(-0.19152507038639272, -0.18461230295004943, 0.2817882506865431, 0.9218632364879209)",2000
121,pipe,octahedron,cone,cone,-1.0169976410568504,0.3611995303148557,1.2456098694269078,"(-0.34026305003810375, -0.1984130092107549, -0.41784770066580057, 0.8186920261020033)",2100
122,torus,dumbbell,cone,dumbbell,0.7640048049638498,0.787806468550103,0.09693417343737278,"(0.47758922365894413, 0.08577929093683734, -0.1770114511693336, 0.856281141241676)",2200
123,torus,octahedron,bowl,octahedron,1.035252297489767,0.29668698491723505,0.16777904051982812,"(-0.16364950123054825, -0.24003104503951767, -0.15812342626842305, 0.9437165465484667)",2300
124,octahedron,pyramid,pentagon,pentagon,-0.9508319985029929,1.0273140838283779,0.1121259285728399,"(0.39402849159941716, 0.35396716536529627, -0.14514046383853388, 0.8356931490731991)",2400
125,sphere,pentagon,bowl,bowl,-0.3639257676501568,-1.0092876827186978,0.7105436864942811,"(0.4045983168520051, 0.2637671837805272, 0.03375549333275405, 0.8749786519857936)",2500
126,cone,sphere,triangular_prism,sphere,-0.7942622438369205,0.36125931772592423,0.24832706859776316,"(0.43495452846079574, -0.08675775314992058, -0.2449589059432115, 0.8621384951612642)",2600
127,cone,sphere,triangular_prism,sphere,-0.5536750268984926,0.5422542146460425,1.4146803513926125,"(0.47115134777562634, -0.06436405286139255, -0.29255250488123624, 0.8296304647710214)",2700
128,dumbbell,octahedron,pentagon,pentagon,1.0350642589208356,-0.11309060960693937,0.7258716330810561,"(-0.10280175660140176, 0.1487193730715107, -0.37148353776042037, 0.9106669688123563)",2800
129,bowl,triangular_prism,pyramid,triangular_prism,0.9873606892248528,-0.35281438238936697,0.21422125517903354,"(0.21368749154293173, -0.0922080528312192, 0.27776973106267655, 0.9320296709099625)",2900
130,cone,sphere,triangular_prism,sphere,0.5665170373604516,0.9847205443315692,0.08013044523693656,"(-0.20325770522823172, 0.18578552710424276, -0.21658864760308105, 0.9366212686638181)",3000
131,pyramid,dumbbell,torus,dumbbell,0.5833665975007157,0.19613971581321557,0.9011351028658949,"(0.48475978474115505, -0.12934503604456382, 0.38531546827508306, 0.7744738876529621)",3100
132,cone,sphere,triangular_prism,sphere,0.545668186395398,-0.9936522203684433,0.4027762720109427,"(0.11581651934561796, -0.18128246276556295, -0.05889947984310376, 0.9748097526258804)",3200
133,sphere,cone,pipe,cone,0.36190205356576377,0.5958310914373287,0.10716648449684077,"(-0.2826192414137132, 0.2696651995453544, -0.39320919662015147, 0.8323422206221648)",3300
134,dumbbell,octahedron,pentagon,pentagon,-0.09499526739083752,0.8132174106111215,0.08852484809994417,"(-0.26077742384872565, 0.3979349016492604, 0.008732976365564787, 0.8795263977755381)",3400
135,pipe,octahedron,cone,octahedron,-0.772237534032666,-0.31346391043350424,0.8107059256725049,"(-0.292194261917643, 0.180044801765239, 0.43042773089895975, 0.8348283363260331)",3500
136,cone,sphere,triangular_prism,triangular_prism,-0.9622255447377929,1.1844716649037703,0.29749725867506205,"(0.3803506485421175, 0.299222023822278, 0.24688198596490793, 0.8395527676205431)",3600
137,pentagon,pyramid,pipe,pipe,-0.3544475453407032,-0.31317446194806275,0.8412193443377655,"(0.17713468880013095, -0.1269174281560701, 0.4308442063374623, 0.875721724247704)",3700
138,torus,dumbbell,cone,cone,-0.5177694916018376,0.9969265536785549,0.16138506451726278,"(-0.0851064223858459, 0.3119787464551724, -0.25171657164312145, 0.9121759294068084)",3800
139,torus,octahedron,bowl,octahedron,-1.0211661410330217,0.7410370512343339,0.16447675726999014,"(-0.06325695786959193, -0.16928726607695643, 0.3424082103853664, 0.9220070478504843)",3900
140,bowl,triangular_prism,pyramid,triangular_prism,-0.5130814891304586,1.2065188097829447,0.09502571354628574,"(0.061320262557657344, -0.37817825917840037, -0.18845819987991258, 0.9042701679159152)",4000
141,octahedron,pyramid,pentagon,pentagon,-0.08437323144783557,0.5699476222975658,0.8008619068570487,"(0.23560300026527584, 0.18957005891561082, 0.09215641420952084, 0.9487157711078569)",4100
142,bowl,triangular_prism,torus,triangular_prism,-0.12839793945260816,0.5213168158034391,0.17238048267416012,"(-0.057794374298966424, 0.2197768066873594, 0.1909426938567739, 0.9549339522733582)",4200
143,sphere,cone,pipe,cone,0.0994283786512199,0.7686626873418214,0.16024540878570645,"(0.19713065240681857, -0.2217462190791714, 0.41526497540069357, 0.8599553014030529)",4300
144,cone,sphere,triangular_prism,sphere,-0.3182119498973063,-0.9982026601928796,0.3429253243839096,"(0.33219132826888875, 0.20084067965631405, -0.019603113266299887, 0.9213727045926691)",4400
145,pyramid,dumbbell,torus,torus,-0.3059260318154155,-0.8567204849482284,0.8850791575551116,"(-0.20553854628930152, -0.3824128025335004, -0.05335276499785319, 0.8992596048499224)",4500
146,pyramid,dumbbell,torus,dumbbell,0.12270240948633648,-0.741390419491203,0.6037287199588394,"(-0.34252829667676976, -0.012930391335539299, -0.31248117508488693, 0.8859247632689747)",4600
147,pentagon,pyramid,pipe,pyramid,-1.0281418663023711,0.38978070921981545,1.2357527662363537,"(-0.3419663157843701, -0.1333949485449452, 0.0005209898539332081, 0.9301959767388418)",4700
148,torus,dumbbell,cone,cone,-0.333272059723471,-0.49239982797310083,0.9522398154307947,"(0.09300846954419086, 0.232725790358438, -0.3815572659181598, 0.8897202840894133)",4800
149,bowl,triangular_prism,pyramid,triangular_prism,1.0569078921370552,-0.2887356013554574,0.27698903417137855,"(-0.23113506874820317, -0.35232869170295966, -0.07841263413669666, 0.9034890878175501)",4900
