avg_len,len_std,len_inverse_sharpe_ratio,obj_final_position_std_objects=drop,obj_final_position_std_objects=target,obj_final_position_invstd_objects=drop,obj_final_position_invstd_objects=target,avg_final_radius_objects=drop,avg_final_radius_objects=target,avg_max_radius_objects=drop,avg_max_radius_objects=target,max_radius_std_objects=drop,max_radius_std_objects=target,normed_velocity_std_after_first_collision_objects=drop,normed_velocity_std_after_first_collision_objects=target,support_probability,support_std,support_response_sharpness_C=1,support_response_sharpness_accuracy_C=1,support_response_sharpness_C=0.1,support_response_sharpness_accuracy_C=0.1,support_response_sharpness_C=10.0,support_response_sharpness_accuracy_C=10.0,support_response_sharpness_C=0.01,support_response_sharpness_accuracy_C=0.01,support_response_sharpness_C=100.0,support_response_sharpness_accuracy_C=100.0,support_response_sharpness_C=0.001,support_response_sharpness_accuracy_C=0.001,support_response_sharpness_C=1000.0,support_response_sharpness_accuracy_C=1000.0,support_response_sharpness_C=0.0001,support_response_sharpness_accuracy_C=0.0001,support_response_sharpness_C=10000.0,support_response_sharpness_accuracy_C=10000.0,support_response_sharpness_C=1e-05,support_response_sharpness_accuracy_C=1e-05,support_response_sharpness_C=100000.0,support_response_sharpness_accuracy_C=100000.0,support_response_sharpness_GridSearchCV,support_response_sharpness_accuracy_GridSearchCV,support_response_linearity_r,support_response_linearity_pv,drop_object,target_object,condition
177.74,50.79472807290143,0.2857810738882718,0.4306136965751648,0.012911993078887463,0.5693863034248352,0.9870880069211125,0.2304195612668991,0.0034292431082576513,0.3755653202533722,0.004585328511893749,0.3000260591506958,0.012962397187948227,0.30441194772720337,0.9950475096702576,0.668,0.47093099282166595,0.9394812680115273,0.916,0.8267326732673268,0.72,0.9461077844311377,0.928,0.8009592326139089,0.668,0.9489489489489489,0.932,0.8009592326139089,0.668,0.8918032786885245,0.868,0.8009592326139089,0.668,0.8373702422145329,0.812,0.8009592326139089,0.668,0.9329608938547487,0.904,0.9461077844311377,0.928,0.716283772928657,1.0,torus,cone,contain
183.688,47.19922304445275,0.2569532198317405,0.7210298776626587,0.011392899788916111,0.2789701223373413,0.9886071002110839,0.5876906514167786,0.0031421056482940912,0.6365472674369812,0.003648650599643588,0.41172683238983154,0.01107427291572094,0.8989219069480896,0.9968025088310242,0.076,0.26499811320083017,0.0,0.924,0.0,0.924,0.09523809523809525,0.924,0.0,0.924,0.17391304347826086,0.924,0.0,0.924,0.44155844155844154,0.828,0.0,0.924,0.2923076923076923,0.632,0.0,0.924,0.0,0.924,0.17391304347826086,0.924,0.4210977737191255,0.9999999999963642,torus,dumbbell,contain
206.844,65.04118436806021,0.31444559362640545,0.7927475571632385,0.012447438202798367,0.20725244283676147,0.9875525617972016,0.5384001731872559,0.004626294132322073,0.5944827795028687,0.005480782128870487,0.5559471249580383,0.01151613611727953,0.8274170756340027,0.8466203212738037,0.812,0.39071217027371946,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.0,0.188,0.8962472406181016,0.812,0.8962472406181016,0.812,0.8962472406181016,0.812,0.2429104936512899,0.999895445977116,bowl,pyramid,contain
264.968,62.400504613344275,0.2355020402967312,1.5100003480911255,0.022450316697359085,-0.5100003480911255,0.9775496833026409,1.4061248302459717,0.009179184213280678,1.560329556465149,0.01015897374600172,0.5282257199287415,0.019737565889954567,0.5783024430274963,0.9123920798301697,0.124,0.3295815528818323,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.876,0.2378679834374801,0.999853432398563,bowl,triangular_prism,contain
229.872,65.8071699437075,0.28627744981427705,1.1078696250915527,0.005370426923036575,-0.10786962509155273,0.9946295730769634,0.9477496147155762,0.0013390830717980862,1.0123388767242432,0.0019351074006408453,0.4807192087173462,0.005951790139079094,0.9023597836494446,0.9927611351013184,0.228,0.41954260808647315,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.0,0.772,0.03418179802017094,0.4093610651637498,cone,torus,contain
279.24,42.3152738381781,0.15153729350443382,1.7702834606170654,0.05066068843007088,-0.7702834606170654,0.9493393115699291,1.6773470640182495,0.02496238797903061,1.7174278497695923,0.026209840551018715,0.5492671132087708,0.04485660791397095,0.6131125688552856,0.9993061423301697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cone,octahedron,contain
246.728,46.756539820649685,0.18950641929837586,1.2006993293762207,0.00949084386229515,-0.2006993293762207,0.9905091561377048,1.0497056245803833,0.0023920773528516293,1.086682915687561,0.0035498416982591152,0.5595481395721436,0.011031316593289375,0.7475768327713013,0.9985862970352173,0.116,0.32022492095400695,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.0,0.884,0.00403643560342504,0.05063328441028503,dumbbell,pipe,contain
214.672,51.36057258247809,0.23925138156107034,1.0777064561843872,0.013600843958556652,-0.07770645618438721,0.9863991560414433,1.0435038805007935,0.0027008745819330215,1.0758463144302368,0.003540435805916786,0.3865439295768738,0.011667310260236263,0.867557942867279,0.8590063452720642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dumbbell,pyramid,contain
229.684,43.77835245872097,0.1906025341718229,1.2652772665023804,0.02827342227101326,-0.26527726650238037,0.9717265777289867,0.923011839389801,0.005671372637152672,0.9983040690422058,0.006162106525152922,0.7916513681411743,0.027943549677729607,0.997960090637207,0.964104413986206,0.088,0.28329489935401236,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0,0.912,0.0685861215071362,0.7199823387355586,octahedron,pipe,contain
295.204,22.884457258147943,0.0775208237630518,1.9513072967529297,1.7798560857772827,-0.9513072967529297,-0.7798560857772827,1.777624249458313,1.3579719066619873,1.855713129043579,1.3609931468963623,0.6686150431632996,1.1042300462722778,0.9917527437210083,0.9990023970603943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,octahedron,sphere,contain
257.592,45.53953816190937,0.176789411790387,0.6763858199119568,0.21175356209278107,0.3236141800880432,0.7882464379072189,0.5029618144035339,0.06009746342897415,0.6269550323486328,0.09947842359542847,0.39496833086013794,0.185170516371727,0.6909260749816895,0.7670571804046631,0.64,0.48,0.8493975903614458,0.8,0.8040201005025126,0.688,0.8473520249221184,0.804,0.7804878048780487,0.64,0.8473520249221184,0.804,0.7804878048780487,0.64,0.8184143222506393,0.716,0.7804878048780487,0.64,0.7426470588235294,0.72,0.7804878048780487,0.64,0.7196969696969697,0.704,0.8493975903614458,0.8,0.5882043420824056,1.0,pentagon,bowl,contain
295.728,20.55407541097385,0.06950331186419227,1.272090196609497,1.6105444431304932,-0.27209019660949707,-0.6105444431304932,1.116665244102478,1.3433974981307983,1.2030166387557983,1.3456603288650513,0.5772793889045715,0.8725301027297974,0.9671260714530945,0.9943574070930481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pentagon,sphere,contain
162.304,41.41974871966271,0.25519857008861585,0.5769362449645996,0.03548319265246391,0.4230637550354004,0.9645168073475361,0.27355486154556274,0.010409999638795853,0.4399171471595764,0.011295429430902004,0.4683608412742615,0.03390749543905258,0.27467817068099976,0.9967548251152039,0.836,0.37027557305336795,0.9330357142857143,0.88,0.9106753812636166,0.836,0.962962962962963,0.936,0.9106753812636166,0.836,0.9651972157772621,0.94,0.9106753812636166,0.836,0.962962962962963,0.936,0.9106753812636166,0.836,0.9330357142857143,0.88,0.9106753812636166,0.836,0.8829787234042553,0.824,0.9627906976744186,0.936,0.5546762689140773,1.0,pipe,cone,contain
