avg_len,len_std,len_inverse_sharpe_ratio,obj_final_position_std_objects=drop,obj_final_position_std_objects=target,obj_final_position_invstd_objects=drop,obj_final_position_invstd_objects=target,avg_final_radius_objects=drop,avg_final_radius_objects=target,avg_max_radius_objects=drop,avg_max_radius_objects=target,max_radius_std_objects=drop,max_radius_std_objects=target,normed_velocity_std_after_first_collision_objects=drop,normed_velocity_std_after_first_collision_objects=target,support_probability,support_std,support_response_sharpness_C=1,support_response_sharpness_accuracy_C=1,support_response_sharpness_C=0.1,support_response_sharpness_accuracy_C=0.1,support_response_sharpness_C=10.0,support_response_sharpness_accuracy_C=10.0,support_response_sharpness_C=0.01,support_response_sharpness_accuracy_C=0.01,support_response_sharpness_C=100.0,support_response_sharpness_accuracy_C=100.0,support_response_sharpness_C=0.001,support_response_sharpness_accuracy_C=0.001,support_response_sharpness_C=1000.0,support_response_sharpness_accuracy_C=1000.0,support_response_sharpness_C=0.0001,support_response_sharpness_accuracy_C=0.0001,support_response_sharpness_C=10000.0,support_response_sharpness_accuracy_C=10000.0,support_response_sharpness_C=1e-05,support_response_sharpness_accuracy_C=1e-05,support_response_sharpness_C=100000.0,support_response_sharpness_accuracy_C=100000.0,support_response_sharpness_GridSearchCV,support_response_sharpness_accuracy_GridSearchCV,support_response_linearity_r,support_response_linearity_pv
,0.9995581300007118,0.9996331543518719,0.9998750153167764,0.9998253918573007,0.9998750143987614,0.9998253921064657,0.9999004969215071,0.999910377842591,0.9999008413142388,0.9999120372909782,0.9994753638423111,0.9997304163382474,0.9997685566045145,0.9995834401200845,0.9998520389733987,0.999705430060277,0.9997687233673112,0.9997348151405674,0.999963926213359,0.9997152021004175,0.9999048028037049,0.9997378821489897,0.9999878849102372,0.9997119099220866,0.9999039424024073,0.9997355819187522,0.9999878849102372,0.9997119099220866,0.9988440472035999,0.9987029490994852,0.9999878849102372,0.9997119099220866,0.998277237140653,0.9976173410530674,0.9999878849102372,0.9997119099220866,0.9980812031915681,0.996843064072706,0.9998889876674082,0.9997296154773302,0.9996737697613489,0.9988504401390187
