avg_len,len_std,len_inverse_sharpe_ratio,obj_final_position_std_objects=drop,obj_final_position_std_objects=target,avg_final_radius_objects=drop,avg_final_radius_objects=target,avg_max_radius_objects=drop,avg_max_radius_objects=target,max_radius_std_objects=drop,max_radius_std_objects=target,normed_velocity_std_after_first_collision_objects=drop,normed_velocity_std_after_first_collision_objects=target,support_probability,support_std,sharpness_of_support_posjitter_response,drop_object,target_object,condition
173.49,49.16411191102713,0.2833829725691805,0.44203951954841614,0.015535539016127586,0.22671563923358917,0.0032556268852204084,0.3721826672554016,0.004229521378874779,0.31573286652565,0.015008781105279922,0.3059869706630707,0.9923889636993408,0.69,0.4624932431938871,0.9019607843137255,torus,cone,contain
181.67,46.5538516129439,0.25625503172204495,0.6710312366485596,0.015612869523465633,0.5482802391052246,0.004766490776091814,0.5916244983673096,0.005365452263504267,0.3814696967601776,0.015141928568482399,0.8988398909568787,0.9877901673316956,0.1,0.30000000000000004,0.0,torus,dumbbell,contain
214.47,63.81433302950052,0.29754433267823244,0.8609355688095093,0.018554212525486946,0.5946046113967896,0.007225478999316692,0.6619316339492798,0.008089382201433182,0.6133372783660889,0.017093082889914513,0.8277683854103088,0.844663143157959,0.77,0.4208325082500162,0.8700564971751412,bowl,pyramid,contain
269.29,57.92845501133273,0.21511550748758856,1.5508896112442017,0.016904287040233612,1.4539458751678467,0.006885835900902748,1.6120824813842773,0.007849069312214851,0.5373286604881287,0.012382704764604568,0.5777813196182251,0.8909526467323303,0.12,0.32496153618543844,0.0,bowl,triangular_prism,contain
234.72,63.77696762938797,0.2717150972622187,1.1555646657943726,0.0028330266941338778,1.0270313024520874,0.001048763282597065,1.0745303630828857,0.0017347144894301891,0.4516521096229553,0.004091673064976931,0.9286103248596191,0.9970411658287048,0.14,0.34698703145794946,0.0,cone,torus,contain
278.78,41.90121239296066,0.150302074729036,1.756607174873352,0.03880550339818001,1.6799893379211426,0.02269754372537136,1.7235476970672607,0.023469923064112663,0.5152105689048767,0.03182888776063919,0.6657259464263916,0.9967206120491028,0.0,0.0,0.0,cone,octahedron,contain
245.35,49.28881719010916,0.20089185730633446,1.2103537321090698,0.008412805385887623,1.0575511455535889,0.001788400229997933,1.0937221050262451,0.0029216178227216005,0.5682472586631775,0.010966483503580093,0.7157861590385437,0.9930155277252197,0.12,0.32496153618543844,0.0,dumbbell,pipe,contain
213.54,51.61383922941598,0.24170571897263268,1.1067979335784912,0.0026233720127493143,1.0751075744628906,0.0013464783551171422,1.104759931564331,0.0022757556289434433,0.3921680748462677,0.0021877442486584187,0.8851710557937622,0.8345089554786682,0.0,0.0,0.0,dumbbell,pyramid,contain
230.4,41.2160163043446,0.17888895965427343,1.2914564609527588,0.005523914471268654,0.9428062438964844,0.001851667300797999,1.0146665573120117,0.0022701064590364695,0.806283175945282,0.0056928046979010105,0.9993494153022766,0.9747007489204407,0.07,0.2551470164434615,0.0,octahedron,pipe,contain
298.14,16.601216822871752,0.05568262166388861,1.981855869293213,1.955771803855896,1.7929809093475342,1.5772210359573364,1.881729006767273,1.5823520421981812,0.6936098337173462,1.1160078048706055,0.9915294051170349,0.9985193014144897,0.0,0.0,0.0,octahedron,sphere,contain
