Video,SID,Exclude,Age,Trial,Condition,DropChoice,Point_DropLocation,DropLocation,WhichSpace,Notes,BounceHit,NumberHits
M2U00960,121619_11,,,11,,octahedron,,dumbbell,,,bowl,2
M2U00960,121619_11,Y,,12,,cone,,outside,,,,
M2U00960,121619_11,,,12,,cone,,space,pentagon,redo from previous,,
M2U00961,121619_12,,,1,,cone,,space,dumbbell,,dumbbell,
M2U00961,121619_12,,,2,,octahedron,,space,pentagon,,,
M2U00961,121619_12,,,3,,trig prism,,octahedron,,,,
M2U00961,121619_12,,,4,,torus,,pipe,,,,
M2U00961,121619_12,Y,,5,,cone,,boundary outside,pentagon,,,
M2U00961,121619_12,,,5,,cone,,space,bowl,redo from previous,pentagon,
M2U00961,121619_12,,,6,,pipe,,space,pentagon,,,
M2U00961,121619_12,Y,,7,,cone,,outside,,,,
M2U00961,121619_12,Y,,7,,cone,,outside,,redo from previous,,
M2U00961,121619_12,,,7,,cone,,space,torus,redo from previous,,
M2U00961,121619_12,,,8,,pipe,,space,torus,,torus,
M2U00961,121619_12,,,9,,pipe,,outside,dumbbell,,,
M2U00961,121619_12,,,10,,torus,,dumbbell,,,bowl,2
M2U00961,121619_12,,,11,,trig prism,,pentagon,,,,
M2U00961,121619_12,,,12,,pyramid,,space,pentagon,,,
M2U00961,121619_12,,,13,,bowl,,pyramid,,,trig prism,2
M2U00961,121619_12,,,14,,dumbbell,,space,pyramid,,,
M2U00961,121619_12,,,15,,trig prism,,pipe,,,,
M2U00961,121619_12,,,16,,torus,,space,pipe,,,
M2U00962,121719_01,Y,,1,,torus,,space,line between pentagon and dumbbell,placed,,
M2U00962,121719_01,Y,,1,,torus,,outside,,redo from previous but didn't understand to drop inside (followed demo),,
M2U00962,121719_01,,,1,,torus,,space,dumbbell,redo from previous,,
M2U00962,121719_01,,,2,,pipe,,space,dumbbell,,bowl,
M2U00962,121719_01,,,3,,torus,,space,cone,,,
M2U00962,121719_01,,,4,,torus,,space,octahedron,,,
M2U00962,121719_01,,,5,,pentagon,,torus,,,trig prism,2
M2U00962,121719_01,,,6,,pentagon,,trig prism,,,,
M2U00962,121719_01,,,7,,torus,,dumbbell,,,,
M2U00962,121719_01,,,8,,torus,,space,dumbbell,,,
M2U00962,121719_01,,,9,,pentagon,,pipe,,,,
M2U00962,121719_01,,,10,,pentagon,,pipe,,,,
M2U00962,121719_01,,,11,,pipe,,space,trig prism,,,
M2U00962,121719_01,,,12,,pipe,,trig prism,,,,
M2U00962,121719_01,,,13,,pipe,,space,trig prism,,torus,
M2U00963,121719_02,,,1,,pipe,,torus,,,,
M2U00963,121719_02,,,2,,pipe,,space,torus,,torus,
M2U00963,121719_02,,,3,,dumbbell,,octahedron,,,,
M2U00963,121719_02,,,4,,bowl,,octahedron,,,,
M2U00963,121719_02,,,5,,torus,,pentagon,,,,
M2U00963,121719_02,,,6,,trig prism,,pentagon,,,,
M2U00963,121719_02,,,7,,bowl,,torus,,,trig prism,2
M2U00963,121719_02,,,8,,pentagon,,space,pyramid,,pyramid,
M2U00963,121719_02,,,9,,pyramid,,space,octahedron,,,
M2U00963,121719_02,,,10,,torus,,space,octahedron,,pipe,
M2U00963,121719_02,,,11,,cone,,space,dumbbell,,dumbbell,
M2U00963,121719_02,,,12,,octahedron,,space,pentagon,,,
M2U00964,121719_03,,,1,,pipe,,space,dumbbell,,,
M2U00964,121719_03,,,2,,octahedron,,space,bowl,,,
M2U00964,121719_03,,,3,,torus,,octahedron,,,pipe,2
M2U00964,121719_03,,,4,,trig prism,,octahedron,,,cone,2
M2U00964,121719_03,,,5,,pentagon,,trig prism,,,,
M2U00964,121719_03,,,6,,dumbbell,,trig prism,,,,
M2U00964,121719_03,,,7,,torus,,space,bowl,,dumbbell,
M2U00964,121719_03,,,8,,pyramid,,space,bowl,,dumbbell,
M2U00964,121719_03,,,9,,pentagon,,space,pipe,,,
M2U00964,121719_03,,,10,,bowl,,space,pipe,,pipe,
M2U00964,121719_03,,,11,,pipe,,space,trig prism,,torus,
M2U00964,121719_03,,,12,,cone,,space,trig prism,,,
M2U00965,121719_04,,,1,,pipe,,space,pyramid,,,
M2U00965,121719_04,,,2,,cone,,space,pyramid,,,
M2U00965,121719_04,,,3,,dumbbell,,space,cone,,,
M2U00965,121719_04,,,4,,bowl,,cone,,,,
M2U00965,121719_04,,,5,,torus,,space,pentagon,,bowl,
M2U00965,121719_04,,,6,,trig prism,,space,pentagon,,,
M2U00965,121719_04,,,7,,pentagon,,space,pyramid,,,
M2U00965,121719_04,,,8,,dumbbell,,space,torus,,torus,
M2U00965,121719_04,,,9,,pyramid,,space,pipe,,,
M2U00965,121719_04,,,10,,torus,,pipe,,,,
M2U00965,121719_04,,,11,,cone,,space,bowl,,,
M2U00965,121719_04,,,12,,octahedron,,bowl,,,,
M2U00966,121719_05,,,1,,cone,,space,center,,,
M2U00966,121719_05,,,2,,octahedron,,bowl,,,,
M2U00966,121719_05,Y,,3,,trig prism,,space,pipe,touched octahedron target before drop,cone,
M2U00966,121719_05,Y?,,3,,pyramid,,pipe,,same set as previous,,
M2U00966,121719_05,,,4,,dumbbell,,pyramid,,,,
M2U00966,121719_05,,,5,,bowl,,space,pyramid,,torus,
M2U00966,121719_05,Y,,6,,NA,,space,line between cone and pipe,,octahedron,
M2U00966,121719_05,,,7,,pyramid,,pipe,,,cone,2
M2U00966,121719_05,,,8,,cone,,space,torus,"""cone""",pyramid,
M2U00966,121719_05,,,9,,pipe,,torus,,"""circle""",,
M2U00966,121719_05,,,10,,torus,,bowl,,,,
M2U00966,121719_05,,,11,,octahedron,,space,bowl,,bowl,
M2U00966,121719_05,,,12,,dumbbell,,space,cone,,,
M2U00966,121719_05,,,13,,bowl,,space,pipe,,,
M2U00966,121719_05,,,14,,octahedron,,space,torus,,,
M2U00966,121719_05,,,15,,cone,,space,pyramid,,,
M2U00967,121719_06,,,1,,cone,,space,pyramid,,,
M2U00967,121719_06,,,2,,pipe,space next to torus,torus,,,,
M2U00967,121719_06,,,3,,bowl,,space,cone,,cone,
M2U00967,121719_06,Y,,4,,dumbbell,,pipe,,placed gently into the pipe,,
M2U00967,121719_06,,,4,,dumbbell,,pipe,,"dropped from low, redo of previous",,
M2U00967,121719_06,,,5,,trig prism,,space,pentagon,,dumbbell,
M2U00967,121719_06,,,6,,torus,,bowl,,dropped from low,,
M2U00967,121719_06,,,7,,pentagon,,space,pyramid,,trig prism,
M2U00967,121719_06,,,8,,dumbbell,,torus,,,,
M2U00967,121719_06,,,9,,torus,,cone,,,,
M2U00967,121719_06,,,10,,pyramid,,space,octahedron,,,
M2U00967,121719_06,,,11,,octahedron,,space,dumbbell,,dumbbell,
M2U00967,121719_06,,,12,,pipe,,pentagon,,,,
