episode,collision_object_1,collision_object_2,collision_count,ground_object_1,ground_object_2,ground_object_3,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object
1110,Ring,Torus,1,Bowl,Pyramid,Ring,Bowl,Octahedron,Torus,Torus
1111,Sphere,Pyramid,2,Bowl,Pyramid,Ring,Octahedron,Ring,Sphere,Sphere
1112,Pipe,Cube,2,Bowl,Pipe,Ring,Cube,Dumbbell,Sphere,Cube
1113,None,None,0,Cube,Ring,Torus,Octahedron,Sphere,Torus,Octahedron
1114,None,None,0,Cone,Pyramid,Torus,Octahedron,Pipe,Pyramid,Pyramid
1115,Torus,Cube,1,Bowl,Cube,Octahedron,Cube,Cylinder,Torus,Torus
1116,None,None,0,Cube,Ring,Sphere,Bowl,Cone,Octahedron,Octahedron
1117,Cylinder,Dumbbell,1,Cylinder,Dumbbell,Torus,Dumbbell,Pyramid,Torus,Dumbbell
1118,None,None,0,Cone,Pentagon,Sphere,Cone,Octahedron,Pentagon,Pentagon
1119,Pyramid,Pentagon,1,Cylinder,Pentagon,Torus,Cylinder,Pyramid,Ring,Pyramid
1120,None,None,0,Pentagon,Pipe,Torus,Dumbbell,Octahedron,TriangularPrism,TriangularPrism
1121,Octahedron,TriangularPrism,2,Bowl,Torus,TriangularPrism,Octahedron,Ring,Torus,Octahedron
1122,Pentagon,Octahedron,2,Pentagon,Pyramid,Torus,Cylinder,Octahedron,Pipe,Octahedron
1123,TriangularPrism,Cone,1,Bowl,Pentagon,TriangularPrism,Cone,Dumbbell,Pentagon,Cone
1124,Cylinder,Pentagon,1,Cube,Cylinder,TriangularPrism,Cube,Pentagon,Sphere,Pentagon
1125,Torus,Bowl,2,Bowl,Octahedron,Torus,Cylinder,Sphere,Torus,Torus
1126,None,None,0,Cube,Dumbbell,Pentagon,Cone,Pentagon,Ring,Cone
1127,Ring,TriangularPrism,2,Pentagon,Torus,TriangularPrism,Cone,Pyramid,Ring,Ring
1128,None,None,0,Cube,Cylinder,Torus,Bowl,Pipe,Torus,Pipe
1129,Torus,Bowl,1,Bowl,Cube,Pipe,Cylinder,Pipe,Torus,Torus
1130,Octahedron,Cone,1,Cone,Pentagon,TriangularPrism,Cone,Octahedron,Ring,Octahedron
1131,None,None,0,Cube,Pyramid,Sphere,Bowl,Cube,Dumbbell,Dumbbell
1132,None,None,0,Bowl,Cylinder,Pyramid,Cone,Pyramid,Ring,Pyramid
1133,None,None,0,Cone,Dumbbell,Octahedron,Bowl,Cube,Sphere,Sphere
1134,None,None,0,Bowl,Pentagon,Torus,Bowl,Pentagon,TriangularPrism,TriangularPrism
1135,None,None,0,Octahedron,Ring,TriangularPrism,Cube,Pentagon,Ring,Cube
1136,None,None,0,Bowl,Cylinder,Pipe,Bowl,Cone,Dumbbell,Dumbbell
1137,None,None,0,Cube,Torus,TriangularPrism,Cone,Dumbbell,Octahedron,Dumbbell
1138,None,None,0,Cylinder,Octahedron,Ring,Octahedron,Sphere,TriangularPrism,Sphere
1139,Pipe,Dumbbell,1,Dumbbell,Octahedron,Pipe,Octahedron,Pipe,Torus,Pipe
1140,None,None,0,Bowl,Cube,Cylinder,Bowl,Cone,TriangularPrism,TriangularPrism
1141,None,None,0,Cylinder,Pentagon,Pyramid,Cone,Pipe,TriangularPrism,TriangularPrism
1142,Cylinder,Ring,2,Cylinder,Pyramid,Torus,Cylinder,Pyramid,Ring,Ring
1143,Pentagon,Cylinder,2,Cube,Pentagon,Sphere,Cone,Cylinder,Torus,Cylinder
1144,Cone,Octahedron,1,Bowl,Cone,Dumbbell,Dumbbell,Octahedron,Pentagon,Octahedron
1145,Ring,Pentagon,1,Pentagon,Pyramid,Ring,Cone,Dumbbell,Pentagon,Pentagon
1146,Dumbbell,Dumbbell,1,Dumbbell,Pyramid,Sphere,Bowl,Dumbbell,Ring,Dumbbell
1147,Pipe,Pipe,1,Octahedron,Pipe,Ring,Dumbbell,Pipe,Pyramid,Pipe
1148,Cube,Dumbbell,1,Cube,Pentagon,TriangularPrism,Cube,Dumbbell,Ring,Dumbbell
1149,Dumbbell,Pyramid,1,Cube,Pyramid,Torus,Bowl,Dumbbell,Pyramid,Dumbbell
1150,Cube,Dumbbell,1,Bowl,Cube,TriangularPrism,Dumbbell,Pyramid,TriangularPrism,Dumbbell
1151,Torus,Octahedron,1,Cube,Octahedron,Pipe,Dumbbell,Pyramid,Torus,Torus
1152,Cylinder,Cone,3,Cylinder,Ring,TriangularPrism,Cone,Cylinder,Pentagon,Cone
1153,Pentagon,Pentagon,2,Pentagon,Pipe,Pyramid,Cylinder,Pentagon,Sphere,Pentagon
1154,Bowl,Bowl,1,Bowl,Pentagon,Sphere,Bowl,Cylinder,Octahedron,Bowl
1155,Octahedron,Cylinder,1,Cylinder,Dumbbell,Pyramid,Cylinder,Octahedron,TriangularPrism,Octahedron
1156,None,None,0,Bowl,Cone,Pentagon,Cone,Dumbbell,Pipe,Pipe
1157,None,None,0,Cylinder,Ring,Sphere,Cube,Cylinder,Pyramid,Pyramid
1158,None,None,0,Cube,Pyramid,Torus,Bowl,Cone,Cylinder,Cone
1159,Bowl,Torus,1,Cube,Pentagon,Torus,Bowl,Cube,TriangularPrism,Bowl
1160,Dumbbell,Bowl,1,Bowl,Octahedron,Torus,Cube,Dumbbell,Pyramid,Dumbbell
1161,Bowl,Torus,4,Pipe,Ring,Torus,Bowl,Cone,Sphere,Bowl
1162,None,None,0,Bowl,Pyramid,Torus,Pentagon,Sphere,Torus,Sphere
1163,Dumbbell,Pyramid,2,Cylinder,Dumbbell,Torus,Bowl,Cube,Pyramid,Pyramid
1164,None,None,0,Octahedron,Pentagon,Torus,Dumbbell,Torus,TriangularPrism,TriangularPrism
1165,None,None,0,Pyramid,Sphere,Torus,Bowl,Cylinder,Torus,Bowl
1166,None,None,0,Bowl,Dumbbell,Sphere,Dumbbell,Pipe,Sphere,Sphere
1167,Bowl,Dumbbell,1,Bowl,Cylinder,Pentagon,Bowl,Cube,Dumbbell,Dumbbell
1168,Ring,Torus,1,Cylinder,Ring,TriangularPrism,Cone,Pipe,Torus,Torus
1169,Dumbbell,Dumbbell,1,Dumbbell,Octahedron,Pipe,Cylinder,Dumbbell,Pyramid,Dumbbell
1170,None,None,0,Cone,Dumbbell,Ring,Pipe,Pyramid,Ring,Pyramid
1171,Pentagon,Sphere,2,Pipe,Ring,Sphere,Cone,Cylinder,Pentagon,Pentagon
1172,Cone,Pyramid,1,Bowl,Cone,Torus,Bowl,Pipe,Pyramid,Pyramid
1173,Dumbbell,Dumbbell,1,Dumbbell,Torus,TriangularPrism,Cube,Dumbbell,Ring,Dumbbell
1174,Cone,Dumbbell,1,Dumbbell,Octahedron,Pyramid,Cone,Dumbbell,Torus,Cone
1175,None,None,0,Cylinder,Pentagon,TriangularPrism,Cone,Pipe,Ring,Ring
1176,None,None,0,Cube,Pipe,Ring,Cone,Cylinder,Dumbbell,Cylinder
1177,Ring,Pyramid,1,Pyramid,Ring,TriangularPrism,Bowl,Pyramid,Ring,Pyramid
1178,None,None,0,Bowl,Cube,Sphere,Bowl,Cube,Octahedron,Octahedron
1179,None,None,0,Cylinder,Octahedron,Pentagon,Bowl,Cone,Dumbbell,Bowl
1180,TriangularPrism,Octahedron,1,Cube,Pyramid,TriangularPrism,Cube,Cylinder,Octahedron,Octahedron
1181,Cone,Bowl,1,Bowl,Cone,Torus,Cone,Pipe,Pyramid,Cone
1182,Ring,Cylinder,1,Octahedron,Ring,Torus,Bowl,Cylinder,Torus,Cylinder
1183,TriangularPrism,TriangularPrism,1,Dumbbell,Pentagon,TriangularPrism,Cube,Ring,TriangularPrism,TriangularPrism
1184,Bowl,Bowl,1,Bowl,Sphere,Torus,Bowl,Ring,TriangularPrism,Bowl
1185,Cube,Pentagon,1,Cylinder,Pentagon,Torus,Bowl,Cube,TriangularPrism,Cube
1186,None,None,0,Dumbbell,Pentagon,Sphere,Octahedron,Pipe,Torus,Octahedron
1187,TriangularPrism,Torus,2,Cube,Pentagon,Torus,Bowl,Cylinder,TriangularPrism,TriangularPrism
1188,Sphere,Cube,1,Bowl,Dumbbell,Sphere,Cone,Cube,Torus,Cube
1189,None,None,0,Cone,Cylinder,Pentagon,Dumbbell,Pentagon,Sphere,Sphere
1190,None,None,0,Bowl,Cylinder,Torus,Pipe,Ring,Torus,Torus
1191,None,None,0,Octahedron,Pyramid,Ring,Bowl,Cylinder,Pentagon,Cylinder
1192,Ring,Cube,1,Pyramid,Ring,Torus,Cube,Octahedron,Pipe,Cube
1193,None,None,0,Cone,Cylinder,Pentagon,Bowl,Pyramid,Torus,Bowl
1194,None,None,0,Cylinder,Octahedron,Ring,Cube,Cylinder,Pentagon,Cube
1195,None,None,0,Pyramid,Torus,TriangularPrism,Cube,Ring,TriangularPrism,Cube
1196,Sphere,TriangularPrism,2,Octahedron,Sphere,TriangularPrism,Dumbbell,Sphere,Torus,Sphere
1197,None,None,0,Cone,Cylinder,Octahedron,Ring,Torus,TriangularPrism,TriangularPrism
1198,None,None,0,Pipe,Pyramid,Sphere,Cylinder,Pyramid,Sphere,Sphere
1199,Pentagon,Pipe,2,Pipe,Torus,TriangularPrism,Cone,Pentagon,Sphere,Pentagon
1200,Cube,Cube,3,Bowl,Cube,Ring,Cone,Cube,TriangularPrism,Cube
1201,None,None,0,Cone,Octahedron,Pyramid,Cube,Dumbbell,Torus,Cube
1202,Pipe,Pyramid,1,Dumbbell,Pipe,Pyramid,Cylinder,Pyramid,TriangularPrism,Pyramid
1203,Octahedron,Dumbbell,2,Cone,Octahedron,Ring,Dumbbell,Torus,TriangularPrism,Dumbbell
1204,Cone,Torus,2,Cone,Dumbbell,Torus,Bowl,Cone,Cylinder,Cone
1205,Bowl,Cone,1,Cone,Dumbbell,TriangularPrism,Bowl,Pentagon,TriangularPrism,Bowl
1206,Cone,Dumbbell,1,Dumbbell,Pyramid,TriangularPrism,Cone,Octahedron,Pipe,Cone
1207,None,None,0,Octahedron,Ring,Torus,Cylinder,Pentagon,Sphere,Sphere
1208,Cone,Pipe,2,Cone,Octahedron,Pyramid,Cube,Pipe,TriangularPrism,Pipe
1209,None,None,0,Dumbbell,Octahedron,TriangularPrism,Pipe,Pyramid,Ring,Pipe
1210,Ring,Bowl,2,Octahedron,Ring,TriangularPrism,Bowl,Cylinder,Pyramid,Bowl
1211,None,None,0,Cube,Dumbbell,Octahedron,Cylinder,Pyramid,TriangularPrism,Cylinder
1212,Cone,TriangularPrism,3,Cube,Cylinder,TriangularPrism,Cone,Sphere,Torus,Cone
1213,None,None,0,Cube,Pentagon,Sphere,Dumbbell,Octahedron,Torus,Dumbbell
1214,None,None,0,Pentagon,Pipe,TriangularPrism,Cylinder,Dumbbell,Octahedron,Dumbbell
1215,Ring,Bowl,2,Bowl,Cylinder,Pipe,Bowl,Octahedron,Ring,Ring
1216,Cube,Bowl,1,Bowl,Cube,Cylinder,Bowl,Cube,Octahedron,Bowl
1217,Pyramid,Octahedron,1,Cone,Pyramid,Sphere,Dumbbell,Octahedron,Sphere,Octahedron
1218,Cone,TriangularPrism,1,Cone,Cylinder,Dumbbell,Cylinder,Sphere,TriangularPrism,TriangularPrism
1219,Octahedron,Ring,2,Ring,Sphere,TriangularPrism,Cylinder,Octahedron,Torus,Octahedron
1220,Dumbbell,Pyramid,1,Cylinder,Dumbbell,Sphere,Pipe,Pyramid,Ring,Pyramid
1221,None,None,0,Cube,Octahedron,TriangularPrism,Cylinder,Pentagon,Pipe,Cylinder
1222,Dumbbell,Dumbbell,2,Dumbbell,Pipe,Sphere,Bowl,Cube,Dumbbell,Dumbbell
1223,Dumbbell,Cone,1,Dumbbell,Pentagon,Sphere,Cone,Pentagon,Pipe,Cone
1224,Cube,Torus,2,Cylinder,Octahedron,Torus,Cone,Cube,Cylinder,Cube
1225,None,None,0,Cube,Pentagon,Sphere,Cube,Octahedron,Pyramid,Cube
1226,None,None,0,Cylinder,Octahedron,TriangularPrism,Pipe,Pyramid,Torus,Pipe
1227,Cube,Cone,1,Bowl,Cube,Octahedron,Cone,Dumbbell,Sphere,Cone
1228,Pipe,TriangularPrism,2,Dumbbell,Pipe,Torus,Octahedron,Torus,TriangularPrism,TriangularPrism
1229,Dumbbell,Pyramid,1,Cylinder,Octahedron,Pyramid,Cone,Dumbbell,Ring,Dumbbell
1230,Cube,Cone,1,Cone,Cube,Ring,Cone,Cube,Octahedron,Cone
1231,None,None,0,Dumbbell,Sphere,Torus,Cube,Pyramid,Ring,Cube
1232,Cylinder,Bowl,2,Cylinder,Dumbbell,Pipe,Bowl,Pipe,Pyramid,Bowl
1233,None,None,0,Cube,Pyramid,TriangularPrism,Cone,Cube,Dumbbell,Dumbbell
1234,Torus,Sphere,1,Cone,Dumbbell,Sphere,Cone,Pipe,Torus,Torus
1235,TriangularPrism,Pipe,1,Pyramid,Torus,TriangularPrism,Bowl,Cone,Pipe,Pipe
1236,Dumbbell,Cylinder,1,Cylinder,Pentagon,Sphere,Bowl,Dumbbell,Pyramid,Dumbbell
1237,None,None,0,Bowl,Pipe,Torus,Cube,Pyramid,Ring,Pyramid
1238,Ring,Cube,1,Cylinder,Octahedron,Ring,Cube,Cylinder,Ring,Cube
1239,Ring,Ring,1,Cube,Ring,Sphere,Ring,Torus,TriangularPrism,Ring
1240,None,None,0,Cylinder,Pyramid,Torus,Pentagon,Pipe,TriangularPrism,Pipe
1241,Dumbbell,Cone,1,Cone,Ring,TriangularPrism,Dumbbell,Octahedron,Torus,Dumbbell
1242,Pyramid,Pipe,1,Bowl,Pyramid,Torus,Cone,Cube,Pipe,Pipe
1243,None,None,0,Cone,Pentagon,Sphere,Cube,Dumbbell,Pipe,Pipe
1244,Torus,TriangularPrism,2,Cylinder,Pyramid,TriangularPrism,Cone,Cylinder,Torus,Torus
1245,Dumbbell,Dumbbell,2,Cube,Cylinder,Dumbbell,Dumbbell,Pentagon,Ring,Dumbbell
1246,Cylinder,Pipe,1,Cone,Octahedron,Pipe,Cylinder,Dumbbell,Octahedron,Cylinder
1247,None,None,0,Dumbbell,Pentagon,Pyramid,Octahedron,Pipe,TriangularPrism,Octahedron
1248,None,None,0,Cylinder,Pipe,Pyramid,Octahedron,Sphere,Torus,Sphere
1249,None,None,0,Bowl,Cylinder,Dumbbell,Bowl,Ring,TriangularPrism,TriangularPrism
1250,Pyramid,Torus,1,Cone,Pyramid,Torus,Pyramid,Sphere,Torus,Torus
1251,None,None,0,Bowl,Pentagon,Pipe,Cylinder,Pyramid,Torus,Torus
1252,None,None,0,Cube,Pyramid,Ring,Bowl,Cube,Pentagon,Cube
1253,Cylinder,Cone,2,Bowl,Cylinder,TriangularPrism,Cone,Cube,Octahedron,Cone
1254,Dumbbell,Bowl,1,Bowl,Cylinder,Pipe,Dumbbell,Pentagon,Sphere,Dumbbell
1255,None,None,0,Octahedron,Pipe,Sphere,Cube,Octahedron,Sphere,Cube
1256,None,None,0,Cube,Ring,Sphere,Bowl,Cube,Pipe,Bowl
1257,Bowl,TriangularPrism,1,Bowl,Cube,Dumbbell,Cone,Cylinder,TriangularPrism,TriangularPrism
1258,Bowl,Ring,2,Bowl,Cube,Cylinder,Cylinder,Octahedron,Ring,Ring
1259,None,None,0,Cylinder,Pentagon,Sphere,Cone,Pyramid,Ring,Pyramid
1260,None,None,0,Cube,Cylinder,Dumbbell,Pentagon,Pipe,Torus,Pipe
1261,Pyramid,TriangularPrism,1,Cone,Pentagon,TriangularPrism,Cone,Pentagon,Pyramid,Pyramid
1262,None,None,0,Ring,Sphere,TriangularPrism,Dumbbell,Octahedron,Pipe,Octahedron
1263,Cube,TriangularPrism,1,Bowl,Cube,Sphere,Octahedron,Sphere,TriangularPrism,TriangularPrism
1264,Cube,Cylinder,1,Cylinder,Dumbbell,Pyramid,Cone,Cube,Dumbbell,Cube
1265,None,None,0,Cone,Cylinder,Pyramid,Bowl,Pyramid,Sphere,Bowl
1266,Dumbbell,Pentagon,2,Cone,Dumbbell,Ring,Pentagon,Ring,TriangularPrism,Pentagon
1267,None,None,0,Cone,Cube,Torus,Dumbbell,Pipe,TriangularPrism,TriangularPrism
1268,None,None,0,Bowl,Pipe,Ring,Cylinder,Pyramid,Sphere,Cylinder
1269,Pentagon,Cone,1,Bowl,Cone,TriangularPrism,Pentagon,Pipe,Pyramid,Pentagon
1270,None,None,0,Cone,Pipe,Ring,Dumbbell,Pentagon,Pipe,Pentagon
1271,Torus,Torus,1,Dumbbell,Sphere,Torus,Dumbbell,Torus,TriangularPrism,Torus
1272,Cone,Torus,1,Cone,Pipe,TriangularPrism,Cone,Cube,Torus,Torus
1273,Pipe,Pipe,2,Pentagon,Pipe,TriangularPrism,Cylinder,Pipe,Ring,Pipe
1274,Sphere,Dumbbell,2,Dumbbell,Sphere,TriangularPrism,Dumbbell,Sphere,Torus,Dumbbell
1275,Ring,Pipe,2,Octahedron,Pentagon,Ring,Cylinder,Pentagon,Pipe,Pipe
1276,Sphere,Sphere,2,Cone,Cylinder,Sphere,Cylinder,Pyramid,Sphere,Sphere
1277,Ring,Torus,1,Dumbbell,Ring,Sphere,Octahedron,Ring,Torus,Torus
1278,Dumbbell,Cone,3,Cone,Dumbbell,Torus,Cone,Cube,Cylinder,Cone
1279,None,None,0,Octahedron,Pentagon,Sphere,Octahedron,Pentagon,TriangularPrism,Pentagon
1280,Ring,Sphere,2,Cube,Pyramid,Ring,Octahedron,Pentagon,Sphere,Sphere
1281,None,None,0,Cone,Cube,TriangularPrism,Cone,Octahedron,TriangularPrism,Octahedron
1282,None,None,0,Cone,Octahedron,Pipe,Bowl,Cube,Dumbbell,Dumbbell
1283,Cylinder,Pyramid,1,Cylinder,Dumbbell,Pentagon,Pyramid,Ring,TriangularPrism,Pyramid
1284,Pipe,TriangularPrism,1,Pentagon,Pipe,Ring,Sphere,Torus,TriangularPrism,TriangularPrism
1285,Bowl,Pipe,1,Octahedron,Pipe,TriangularPrism,Bowl,Cube,Cylinder,Bowl
1286,Cone,Pipe,2,Bowl,Cone,Octahedron,Octahedron,Pipe,Torus,Pipe
1287,Torus,TriangularPrism,1,Cylinder,Pentagon,TriangularPrism,Cylinder,Sphere,Torus,Torus
1288,None,None,0,Cone,Sphere,Torus,Cylinder,Pentagon,Torus,Cylinder
1289,Ring,Torus,2,Pipe,Torus,TriangularPrism,Pentagon,Ring,Sphere,Ring
1290,Pyramid,Bowl,2,Cube,Pyramid,TriangularPrism,Bowl,Pentagon,Ring,Bowl
1291,None,None,0,Cone,Torus,TriangularPrism,Cone,Octahedron,Pyramid,Pyramid
1292,Cone,Bowl,2,Cone,Cylinder,Pentagon,Bowl,Cone,Cylinder,Bowl
1293,None,None,0,Cube,Pentagon,Pyramid,Cube,Pipe,Ring,Ring
1294,Torus,Pipe,2,Cube,Octahedron,Pipe,Pyramid,Torus,TriangularPrism,Torus
1295,None,None,0,Cone,Dumbbell,Pyramid,Bowl,Cube,Ring,Cube
1296,Sphere,Pyramid,2,Bowl,Sphere,Torus,Pyramid,Torus,TriangularPrism,Pyramid
1297,Octahedron,Bowl,1,Bowl,Octahedron,Torus,Bowl,Ring,TriangularPrism,Bowl
1298,None,None,0,Cone,Cube,Ring,Bowl,Pipe,TriangularPrism,Pipe
1299,None,None,0,Pentagon,Pyramid,TriangularPrism,Pentagon,Pyramid,Ring,Pentagon
1300,Torus,Octahedron,1,Cylinder,Octahedron,Torus,Octahedron,Pyramid,Torus,Octahedron
1301,None,None,0,Cone,Pipe,Ring,Cone,Cylinder,TriangularPrism,Cone
1302,TriangularPrism,Sphere,4,Cone,Dumbbell,Sphere,Bowl,Cone,TriangularPrism,TriangularPrism
1303,None,None,0,Cylinder,Pentagon,Pipe,Cube,Cylinder,Ring,Cylinder
1304,Sphere,Pyramid,1,Bowl,Sphere,Torus,Octahedron,Pipe,Pyramid,Pyramid
1305,Pyramid,Dumbbell,2,Dumbbell,Pentagon,Pyramid,Cylinder,Dumbbell,Sphere,Dumbbell
1306,Dumbbell,TriangularPrism,1,Cylinder,Dumbbell,Ring,Pipe,Pyramid,TriangularPrism,TriangularPrism
1307,Pipe,Ring,1,Cube,Pipe,Ring,Bowl,Pipe,Torus,Pipe
1308,Torus,Torus,1,Cube,Octahedron,Torus,Cone,Ring,Torus,Torus
1309,Dumbbell,Pentagon,2,Bowl,Pentagon,Pyramid,Dumbbell,Octahedron,Pentagon,Dumbbell
1310,None,None,0,Pentagon,Ring,Torus,Cube,Octahedron,Pentagon,Octahedron
1311,Dumbbell,Bowl,1,Bowl,Sphere,Torus,Bowl,Dumbbell,Pipe,Dumbbell
1312,Pyramid,Pyramid,1,Cube,Pyramid,Ring,Octahedron,Pyramid,Torus,Pyramid
1313,Pipe,Cube,3,Pentagon,Pipe,Ring,Cube,Sphere,TriangularPrism,Cube
1314,None,None,0,Pentagon,Pipe,Pyramid,Cone,Octahedron,Ring,Ring
1315,None,None,0,Octahedron,Pentagon,Ring,Octahedron,Pyramid,TriangularPrism,TriangularPrism
1316,Cone,Torus,1,Bowl,Cone,Pentagon,Bowl,Cylinder,Torus,Torus
1317,TriangularPrism,TriangularPrism,1,Cone,Ring,TriangularPrism,Pyramid,Torus,TriangularPrism,TriangularPrism
1318,Dumbbell,Pipe,1,Bowl,Dumbbell,Ring,Dumbbell,Pipe,Torus,Pipe
1319,None,None,0,Cube,Cylinder,TriangularPrism,Bowl,Cylinder,Pipe,Bowl
1320,None,None,0,Octahedron,Ring,Torus,Cube,Pipe,Pyramid,Cube
1321,Bowl,Bowl,1,Bowl,Pyramid,Ring,Bowl,Dumbbell,TriangularPrism,Bowl
1322,Bowl,Torus,2,Cube,Pipe,Torus,Bowl,Octahedron,Ring,Bowl
1323,None,None,0,Bowl,Cube,Pentagon,Ring,Sphere,Torus,Torus
1324,None,None,0,Bowl,Sphere,TriangularPrism,Cone,Cylinder,Pentagon,Pentagon
1325,TriangularPrism,Dumbbell,2,Dumbbell,Pentagon,Pipe,Pipe,Sphere,TriangularPrism,TriangularPrism
1326,None,None,0,Cube,Pentagon,Pipe,Bowl,Pyramid,Ring,Pyramid
1327,None,None,0,Pipe,Ring,TriangularPrism,Cone,Pipe,Pyramid,Pyramid
1328,None,None,0,Cylinder,Octahedron,Sphere,Dumbbell,Octahedron,Pipe,Octahedron
1329,Octahedron,Octahedron,1,Cone,Octahedron,Ring,Cylinder,Dumbbell,Octahedron,Octahedron
1330,Pentagon,Pyramid,1,Cube,Cylinder,Pentagon,Pipe,Pyramid,Ring,Pyramid
1331,Cube,Ring,2,Dumbbell,Pyramid,Ring,Cone,Cube,TriangularPrism,Cube
1332,Ring,Cylinder,2,Bowl,Cube,Cylinder,Cone,Cube,Ring,Ring
1333,TriangularPrism,TriangularPrism,1,Cylinder,Sphere,TriangularPrism,Dumbbell,Ring,TriangularPrism,TriangularPrism
1334,TriangularPrism,Cylinder,2,Cylinder,Dumbbell,Pipe,Octahedron,Torus,TriangularPrism,TriangularPrism
1335,Dumbbell,Dumbbell,1,Bowl,Dumbbell,TriangularPrism,Cylinder,Dumbbell,Torus,Dumbbell
1336,Bowl,TriangularPrism,2,Pentagon,Sphere,TriangularPrism,Bowl,Pipe,Pyramid,Bowl
1337,None,None,0,Bowl,Pyramid,Torus,Pipe,Pyramid,Ring,Pipe
1338,None,None,0,Bowl,Pyramid,Ring,Bowl,Cone,Pipe,Bowl
1339,None,None,0,Cone,Pyramid,Torus,Cylinder,Dumbbell,Pipe,Pipe
1340,Torus,Pyramid,1,Sphere,Torus,TriangularPrism,Dumbbell,Pyramid,Torus,Pyramid
1341,Dumbbell,Pentagon,1,Octahedron,Pentagon,Ring,Bowl,Dumbbell,Pipe,Dumbbell
1342,Cone,Torus,1,Cone,Dumbbell,Torus,Cylinder,Octahedron,Torus,Torus
1343,None,None,0,Cylinder,Dumbbell,TriangularPrism,Cone,Cylinder,Pentagon,Cylinder
1344,Torus,Torus,2,Bowl,Torus,TriangularPrism,Cone,Torus,TriangularPrism,Torus
1345,None,None,0,Cylinder,Pentagon,Torus,Pyramid,Sphere,Torus,Torus
1346,TriangularPrism,TriangularPrism,3,Cube,Cylinder,TriangularPrism,Dumbbell,Sphere,TriangularPrism,TriangularPrism
1347,Octahedron,Torus,2,Cube,Dumbbell,Torus,Bowl,Octahedron,Torus,Octahedron
1348,None,None,0,Pipe,Ring,Torus,Cone,Cube,Pyramid,Cube
1349,Bowl,Octahedron,2,Octahedron,Pentagon,TriangularPrism,Bowl,Pyramid,TriangularPrism,Bowl
1350,None,None,0,Cylinder,Dumbbell,TriangularPrism,Cone,Cube,Ring,Cube
1351,Torus,Dumbbell,2,Dumbbell,Pentagon,Ring,Cylinder,Dumbbell,Torus,Torus
1352,Cylinder,Pipe,1,Bowl,Cylinder,Pentagon,Cube,Pipe,Torus,Pipe
1353,None,None,0,Pentagon,Pyramid,Sphere,Cone,Cube,Pyramid,Cone
1354,TriangularPrism,Octahedron,2,Octahedron,Pyramid,Sphere,Cone,Octahedron,TriangularPrism,TriangularPrism
1355,Torus,Ring,2,Dumbbell,Pipe,Torus,Cube,Ring,TriangularPrism,Ring
1356,None,None,0,Bowl,Dumbbell,Octahedron,Pipe,Ring,Torus,Pipe
1357,None,None,0,Cone,Ring,TriangularPrism,Cube,Pipe,Ring,Pipe
1358,None,None,0,Cone,Sphere,TriangularPrism,Bowl,Cylinder,Sphere,Cylinder
1359,None,None,0,Cube,Dumbbell,Octahedron,Bowl,Cone,Dumbbell,Dumbbell
1360,Pipe,Bowl,1,Bowl,Ring,TriangularPrism,Bowl,Pentagon,Pipe,Pipe
1361,None,None,0,Cylinder,Ring,Torus,Bowl,Pyramid,Ring,Pyramid
1362,None,None,0,Bowl,Ring,TriangularPrism,Dumbbell,Octahedron,Ring,Octahedron
1363,None,None,0,Pentagon,Pyramid,Ring,Pentagon,Pipe,TriangularPrism,TriangularPrism
1364,None,None,0,Cylinder,Pentagon,Pyramid,Cube,Pipe,Ring,Cube
1365,TriangularPrism,Pyramid,2,Cone,Pyramid,Sphere,Octahedron,Pipe,TriangularPrism,TriangularPrism
1366,None,None,0,Bowl,Pipe,Ring,Cylinder,Pipe,TriangularPrism,Cylinder
1367,Ring,Ring,1,Pipe,Pyramid,Ring,Cone,Ring,Torus,Ring
1368,None,None,0,Cube,Pyramid,Sphere,Cone,Pipe,Sphere,Cone
1369,None,None,0,Cube,Pyramid,Ring,Cube,Cylinder,Ring,Cylinder
1370,Bowl,Cube,3,Cube,Octahedron,Pyramid,Bowl,Dumbbell,TriangularPrism,Bowl
1371,None,None,0,Cube,Sphere,TriangularPrism,Cone,Pentagon,TriangularPrism,Pentagon
1372,None,None,0,Dumbbell,Octahedron,Torus,Cube,Octahedron,TriangularPrism,Cube
1373,None,None,0,Cone,Cylinder,TriangularPrism,Cone,Ring,Torus,Cone
1374,Pipe,TriangularPrism,1,Pentagon,Sphere,TriangularPrism,Bowl,Cylinder,Pipe,Pipe
1375,Torus,Ring,1,Octahedron,Ring,Sphere,Cube,Dumbbell,Torus,Torus
1376,None,None,0,Cylinder,Pipe,TriangularPrism,Cone,Pipe,Ring,Pipe
1377,Ring,Ring,3,Octahedron,Pyramid,Ring,Pipe,Pyramid,Ring,Ring
1378,Ring,Dumbbell,1,Cube,Octahedron,Ring,Cube,Dumbbell,Sphere,Dumbbell
1379,Sphere,Bowl,1,Bowl,Ring,Sphere,Bowl,Cone,Sphere,Sphere
1380,Torus,Cone,1,Octahedron,Torus,TriangularPrism,Cone,Octahedron,Torus,Cone
1381,Torus,Pyramid,1,Cone,Pyramid,Torus,Dumbbell,Pyramid,Torus,Torus
1382,None,None,0,Octahedron,Ring,Sphere,Pipe,Torus,TriangularPrism,Torus
1383,Cone,Pentagon,2,Cone,Dumbbell,Pipe,Octahedron,Pentagon,Ring,Pentagon
